Price,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Dividends,Dividends,Dividends,Dividends,Dividends,Dividends,Dividends,Dividends,Dividends,Dividends,Dividends,Dividends,Dividends,Dividends,Dividends,Dividends,Dividends,Dividends,Dividends,Dividends,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Stock Splits,Stock Splits,Stock Splits,Stock Splits,Stock Splits,Stock Splits,Stock Splits,Stock Splits,Stock Splits,Stock Splits,Stock Splits,Stock Splits,Stock Splits,Stock Splits,Stock Splits,Stock Splits,Stock Splits,Stock Splits,Stock Splits,Stock Splits,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume
Ticker,AAPL,AMZN,BA,CAT,CVX,GOOGL,GS,JNJ,JPM,KO,MCD,MSFT,NKE,NVDA,PFE,SOFI,TSLA,UNH,WMT,XOM,AAPL,AMZN,BA,CAT,CVX,GOOGL,GS,JNJ,JPM,KO,MCD,MSFT,NKE,NVDA,PFE,SOFI,TSLA,UNH,WMT,XOM,AAPL,AMZN,BA,CAT,CVX,GOOGL,GS,JNJ,JPM,KO,MCD,MSFT,NKE,NVDA,PFE,SOFI,TSLA,UNH,WMT,XOM,AAPL,AMZN,BA,CAT,CVX,GOOGL,GS,JNJ,JPM,KO,MCD,MSFT,NKE,NVDA,PFE,SOFI,TSLA,UNH,WMT,XOM,AAPL,AMZN,BA,CAT,CVX,GOOGL,GS,JNJ,JPM,KO,MCD,MSFT,NKE,NVDA,PFE,SOFI,TSLA,UNH,WMT,XOM,AAPL,AMZN,BA,CAT,CVX,GOOGL,GS,JNJ,JPM,KO,MCD,MSFT,NKE,NVDA,PFE,SOFI,TSLA,UNH,WMT,XOM,AAPL,AMZN,BA,CAT,CVX,GOOGL,GS,JNJ,JPM,KO,MCD,MSFT,NKE,NVDA,PFE,SOFI,TSLA,UNH,WMT,XOM
Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26/3/2024,169.0981445,178.3000031,187.5,351.1020813,150.481369,150.1257782,399.3836975,152.1362152,191.3556061,59.21570206,273.575531,419.294281,91.3438797,92.53910065,26.39191628,7.199999809,177.6699982,486.6316223,59.99695206,111.0591354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170.8019709,180.4499969,192.0299988,354.2545833,152.0223288,151.7100315,402.480985,152.585476,192.2648292,59.38198155,274.3905205,423.6100303,92.60678802,96.35220139,26.43017834,7.460000038,184.25,487.6497409,60.31424235,112.2205788,168.9686084,177.9499969,186.8099976,350.7178535,149.8804802,149.438268,397.7514694,151.1497669,189.7229309,59.05920217,272.1518015,418.9959692,91.17615134,92.4801165,26.1240745,7.164999962,177.3800049,479.6332973,59.7193273,110.6882578,169.3870923,180.1499939,192.0200043,351.1710198,151.6928181,149.6774066,399.295207,151.9799441,190.2410847,59.17657615,274.1646739,423.2321484,92.48838754,95.82832328,26.2579963,7.349999905,178.5800018,482.4998423,59.94737675,111.9082588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57388400,29659000,8972200,1637200,6677900,22149100,1407000,6864100,5961500,13277400,2572100,16725600,10816900,513648000,38220300,39576600,113186200,3113300,13738300,13152300
27/3/2024,172.6851654,179.8300018,191.9499969,359.239502,151.5280762,150.3250427,408.3019714,154.2751465,195.0609131,59.69498062,276.9139709,419.075531,92.87317657,90.22864532,26.57366562,7.360000134,179.8300018,487.4125061,60.20517349,112.2108231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172.9741284,180,191.9900055,359.3971316,151.615297,151.0922657,408.5379461,154.5290759,195.1391269,60.0862322,277.1889003,422.0786782,92.89291375,93.2179357,26.72671754,7.369999886,181.9100037,490.0121761,60.53237355,112.2986596,169.4967054,177.3099976,188.3300018,352.5699626,150.0743371,148.3621573,401.5370839,151.8139284,191.9910898,59.37220124,273.06496,416.6690682,91.08734604,89.10191309,26.34408774,7.170000076,176,485.6431438,59.86805611,110.6882641,169.7956268,179.8800049,188.8399963,353.3974955,150.0937096,150.6339206,402.7661687,152.3511011,192.1084032,59.46023266,273.06496,422.0687243,92.02465866,93.08996764,26.50670381,7.28000021,181.4100037,488.0055916,60.35389942,110.7565838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60273300,33272600,7372800,2262800,7416900,22879200,2353600,8461600,8725800,12551200,2605000,16705000,11095700,586067000,34247600,34738800,81804000,2653100,14363400,12415700
28/3/2024,170.8617554,180.3800049,192.9900055,360.9931335,152.8751984,150.3848419,410.7011414,154.4997864,195.8234863,59.84169769,276.8452148,418.3695068,92.72518921,90.33462524,26.54496765,7.300000191,175.7899933,488.9941101,59.65983582,113.4503403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171.6090514,181.6999969,193.3800049,361.7714204,153.3113171,150.8830359,412.1858854,155.427622,196.2340979,59.91994577,278.249317,419.5130759,93.54410139,91.27840214,26.89890136,7.46999979,179.5700073,490.1505984,60.25475087,113.6552996,169.8952513,179.2599945,191.1999969,358.1361679,151.54744,149.6275925,408.0364939,154.4216508,194.1028111,59.66563487,276.1578766,416.7784397,92.18252976,89.17189839,26.51626973,7.289999962,175.3000031,483.6563699,59.64992227,112.2986589,171.1307862,180.1699982,192,359.2099916,152.3033831,150.3051443,409.2458942,154.5095477,195.0315915,59.80257179,277.1397713,418.6081563,93.10998136,89.97870666,26.61192764,7.329999924,177.4499969,489.2906378,60.14568292,112.7573805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65672700,38051600,4471700,2028600,8331600,24485400,2409700,6181500,8628300,13683500,3453900,21871200,11331700,435212000,40466700,30108100,77654800,3820000,17535100,18482100
1/4/2024,169.4169769,180.9700012,189.5,358.3430176,154.1738586,154.9283905,406.5910645,154.0993347,194.493866,59.35263443,275.1465454,422.1979675,91.32414246,90.3416214,26.51627159,7.21999979,175.2200012,484.0517578,59.49127579,114.1823425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170.6325796,183,192.8699951,362.4708511,154.6681245,155.1774875,410.9567757,154.4606987,196.4491677,59.95907098,276.4524522,425.4994262,92.66598443,92.20318041,26.65975937,7.340000153,176.75,490.0616171,60.24483028,114.4263428,168.8689568,179.9499969,189.0299988,357.2593628,152.0998584,150.0660117,405.1063205,153.1129012,194.1321399,59.30372892,273.5951649,419.8610907,90.46576346,89.18289901,26.38235161,7.119999886,170.2100067,483.0632919,59.4218696,112.6109805,170.5727983,180.7899933,192.2400055,362.027546,153.388842,150.1457246,409.7080065,154.0407368,195.5204024,59.84169701,276.4033695,421.5814363,92.55745254,90.27764118,26.55453549,7.309999943,176.1699982,488.7667292,59.79864874,113.6162677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46240500,29174500,5107800,1953800,6285700,31730800,1863900,4364700,7309000,11668700,2408800,16316000,10360000,452441000,26596600,31681900,81562100,2928700,13837600,13817000
2/4/2024,168.2312775,180.6900024,188.0399933,359.4168396,154.8522949,154.0017242,403.2872925,154.0504913,194.4156494,58.83423233,272.7114258,419.0854797,89.73564148,89.43083954,26.35365295,7.199999809,166.6300049,452.8557739,58.65840149,116.4173813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168.7294748,180.7899933,189.2299957,359.5744692,156.2478869,154.141218,406.2567805,154.1481645,195.3150864,59.40154301,275.4018376,420.0202305,90.67296169,90.07268594,26.54496877,7.21999979,167.6900024,458.3318532,59.59043017,116.7297013,167.6234761,178.3800049,187.1300049,356.1165691,154.1157391,151.6004256,400.7996261,152.3120161,193.6530829,58.79510643,272.4266979,415.5055863,89.42978298,87.59927225,26.21973297,6.96999979,163.4299927,444.4142668,58.38077673,114.5141826,168.4704177,179.0700073,189,356.9342408,155.1139721,152.9455554,403.8674169,152.917563,193.9561523,59.12766914,274.9305174,417.7628933,90.53483156,88.42707165,26.3727849,7.050000191,164.75,454.2989257,59.39212893,115.0900195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49329500,32611500,4477200,1968900,8815400,24586000,1976000,6102300,7014700,13017300,2907700,17912000,11107300,433064000,32451500,29678800,116650600,11867000,19510100,19919600
3/4/2024,169.0383453,182.4100037,184.9199982,370.2142639,155.4919281,154.3604279,407.0729065,150.661438,193.8681641,58.52122879,270.5513,418.1010132,89.12392426,88.94295502,26.03798294,7.539999962,168.3800049,454.4373169,58.92610931,116.4369049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170.0646306,182.8699951,188.7799988,370.4901082,155.986194,154.5198536,409.6589058,154.3630337,195.0999987,59.06897648,272.9274687,420.8953117,90.21910424,90.35262518,26.54496858,7.579999924,168.8200073,457.5114616,58.9955155,116.8761023,167.972211,179.8000031,184.2700043,359.190292,154.7941322,152.1783357,404.1231028,150.6516766,193.2815676,58.47231955,270.1683467,416.7485955,89.07458884,88.37909305,26.01885282,7.230000019,163.2799988,450.2956422,58.44026223,115.8805847,168.1814453,179.8999939,187.6799927,360.067071,155.1624175,153.0452036,404.1231028,154.1090894,194.5916161,58.73641378,271.5626505,417.3850345,89.79484526,88.46307282,26.3153907,7.309999943,164.0200043,456.6712595,58.87653401,116.6125854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47691700,31046600,6609300,2623700,7819700,24705000,1549200,8098200,9353400,13672900,2748000,16502300,8876600,370067000,36828600,50638600,82950100,4460400,14615100,16504300
4/4/2024,168.2113495,180,183.2899933,364.3032532,155.7342072,149.9862976,399.4525452,148.9425049,192.3931427,58.00282288,265.1999512,415.5453491,87.88074493,85.88467407,25.49273491,7.309999943,171.1100006,450.127594,58.99551773,116.8468246,0,0,0,0,0,0,0,0,1.15,0,0,0,0,0,0,0,0,0,0,0,171.3001637,185.1000061,188,375.3764702,156.9553425,154.2109886,411.9892097,151.8725214,196.3560569,58.83423152,271.2385979,426.2750749,89.83431146,90.61255912,26.21016648,7.710000038,177.1900024,456.394464,59.3028907,117.0029809,168.2113495,180,182.8099976,363.4067517,154.8910433,149.9065847,398.9117599,148.854608,192.2948163,57.87566556,265.0330458,415.2370835,87.70314798,85.85967846,25.48316894,7.269999981,168.0099945,446.7075105,58.78729916,115.7927419,169.6760356,184,185.9299927,371.7707718,155.8408153,152.9455714,411.0059419,151.6869513,195.8348806,58.77554267,271.2385979,422.6156117,89.73564063,90.38460861,26.12407455,7.650000095,170.0700073,455.5048508,59.03517949,116.1929059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53704400,41624300,6513800,2492200,9269700,34724700,1704700,6947400,9243800,14320700,4095100,19370900,12110300,434965000,41922700,49594100,123162000,5182000,14436100,18467400
5/4/2024,168.9686127,185.0700073,183.1399994,373.6721191,156.6161499,151.949173,401.2420959,148.8350677,194.1631775,58.20822906,261.8615417,423.1426697,87.65380096,87.98718262,25.50230026,7.400000095,164.8999939,450.4834595,59.34254837,118.4572296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169.7756899,186.2700043,184.6600037,375.3469074,157.168563,152.8658481,402.2941997,149.4405997,194.8220226,58.37451229,265.7203813,424.1271593,89.0449782,88.46007029,25.54056415,7.460000038,170.8600006,452.4702857,59.53093984,119.2185091,168.3408792,181.9700012,182.4400024,366.2735693,154.9298074,149.0596538,394.7525225,148.0732647,191.8621335,57.62135544,261.5374997,415.9829133,87.61434167,85.90567444,25.2057624,7.25,160.5099945,444.8195689,58.98560388,116.7687448,168.9785711,182.3800049,184.1600037,366.9730263,156.3544727,149.4880933,399.757352,148.4834652,192.8946579,57.95391815,264.5421255,417.6634739,87.95966695,86.84544687,25.40664236,7.300000191,169.0800018,445.4917185,59.04509274,117.100589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42055200,42335200,4126900,2067000,7429800,23449300,1694500,6778100,6531000,10156200,6815200,16544300,9706400,399678000,39839500,29121300,141250700,5744400,10332300,21714100
8/4/2024,167.8426819,185.1900024,181.5599976,367.9286499,156.2963257,154.2906952,403.6707764,148.0537262,195.1760254,57.97347641,262.7157593,422.217865,88.79832458,87.11238861,25.42577744,7.760000229,172.9799957,450.740448,59.27314377,117.6569061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168.5899779,187.2899933,184.5500031,376.3419463,157.4883875,154.7091763,405.6274697,149.4698978,195.6677022,58.16910218,263.8253051,424.8928387,89.05485519,88.80898572,25.65535534,7.769999981,174.5,451.9266191,59.53094143,118.8183421,167.6334475,184.8099976,181.4900055,367.3572689,155.3853136,152.0587805,400.7307852,148.0244272,194.3303407,57.77785064,261.0563547,420.9350636,87.61434993,86.71148251,25.36838341,7.5,167.7899933,448.3582416,58.91619549,117.325062,168.4205926,186.8999939,182.1399994,373.4849509,156.6645962,152.2281646,402.2548683,148.444404,194.3303407,58.10063372,262.4015458,422.7946416,87.92020842,88.67901159,25.44490938,7.510000229,169.3399963,450.7107952,59.09466963,118.1741854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37425500,39221300,6176400,2690000,7253200,20702000,1181900,5935400,8001000,10284500,3753200,14272400,8452500,283220000,24431400,56858200,104423300,4532300,11070100,17513900
9/4/2024,169.0582886,185.6699982,178.1199951,366.3819275,157.0038147,156.0343628,403.8379211,148.7373962,193.8681641,58.41363525,264.5617676,423.8984375,89.78497314,85.33380127,25.61709213,7.889999866,176.8800049,454.4175415,59.28305817,118.2717819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169.4668141,187.3399963,183.0500031,371.5638919,157.517468,157.9872747,406.305933,148.9718029,195.5693767,58.4331982,264.7876142,425.3502722,89.94284045,87.61426744,26.22929986,7.940000057,179.2200012,454.4570886,59.4615323,118.7305035,167.7430555,184.1999969,176.5700073,360.0867548,155.5113158,154.6294521,400.2391573,147.4188978,191.6654615,57.83654127,260.6930992,419.2644686,88.67006355,83.00235992,25.4927363,7.730000019,171.9199982,447.2412695,58.79721108,117.4519373,168.0917845,187.2400055,181.5099945,369.4654909,156.8584467,155.5261952,404.6245534,148.0146684,194.7728626,58.17888358,261.4000648,424.0575472,88.79832509,87.42131231,25.60752616,7.820000172,172.9100037,449.0402846,59.3623779,118.0961015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42451200,36546900,11439900,2043300,6577400,31113000,1247800,6135600,7358600,10792100,3934900,12512300,7194600,503547000,45193600,46554000,103232700,3521700,10015900,14135700
10/4/2024,167.1751099,185.9499969,174.6300049,366.5494385,157.6531372,155.5760193,394.0544128,146.6961517,192.2161407,57.63113403,263.8056946,420.8952942,87.81167603,87.01840973,25.1770668,7.559999943,171.7599945,444.8590698,60.10601807,119.2673035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168.4803846,186.2700043,178.1000061,367.0912659,157.750059,156.0443229,398.6659412,148.2783707,193.7895126,58.09085406,264.1198781,421.6609813,88.89698737,87.37932438,25.43534263,7.800000191,174.9299927,453.448841,60.24483044,119.5308279,166.5075272,182.6699982,172.4400024,358.9833973,156.0443293,154.1212861,390.6424724,146.2664136,190.9476061,57.40616569,260.3101215,417.355186,87.58474366,83.68919571,25.02401487,7.480000019,170.0099945,444.5921949,58.88644736,117.8325884,168.1914368,182.7700043,176.3099976,360.7665391,157.2073322,155.6457737,397.2500332,147.9951275,192.2948108,58.0223856,262.1364614,419.8312649,88.69966077,83.90614724,25.36838263,7.650000095,173.0399933,450.2363268,59.1144968,118.3108268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49709300,35879200,9727700,2148500,7525800,22838600,1903300,6809500,7681400,11861900,3817500,16216600,7932900,431929000,44541600,53826100,84532400,4493500,15097600,17409200
11/4/2024,174.4089203,189.0500031,173.3600006,366.4608154,156.8971863,158.8342133,390.8293152,145.319046,192.1768036,57.75828934,263.7565613,425.5391846,90.7716217,90.59455872,25.19619751,7.639999866,174.6000061,436.6251221,59.580513,118.8671494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174.8274194,189.7700043,174.6999969,367.8301759,158.5738276,159.1032271,394.7525443,147.3505259,193.2978412,58.07128909,264.9937582,426.9711418,91.17615102,90.71753071,25.30142139,7.639999866,175.8800049,445.5707257,60.37372926,119.7455516,167.5537351,185.5099945,171.3800049,361.4561723,154.871647,155.8948717,388.2334737,144.9283831,190.0232716,57.50397844,262.3131748,420.0002964,89.61724528,86.90543691,24.99531572,7.429999828,168.5099945,436.3878999,59.56068212,117.4519436,167.7330789,186.7400055,174.4700012,367.1011651,158.5738276,156.3432433,393.7791187,147.2821666,192.7373224,57.85610409,264.6206334,423.4409875,90.01190601,87.3993157,25.20576348,7.570000172,172.5500031,445.195134,60.23491688,119.7455516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91070300,40020700,7625100,2535700,7682500,27166400,2176200,8374400,10137700,11109000,2519200,17966400,15330200,431637000,32814500,28651700,94516000,5844100,10987600,17555900
12/4/2024,175.9134827,186.1300049,169.5500031,360.2049866,154.0575867,157.1602783,382.9729919,144.0786743,179.7471924,57.00513458,262.5488586,419.5428772,90.7716217,88.16513824,24.73704147,7.329999924,171.0500031,434.1342163,59.63008881,117.4812317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177.7169546,188.3800049,173.2400055,367.3080001,158.8161481,159.64129,387.4960301,145.5925191,185.7849827,57.71916552,263.3736467,422.8045509,91.63000823,90.15367382,25.1770653,7.599999905,173.8099976,437.1391308,60.20517296,120.7801121,173.5819228,185.0800018,169.3699951,357.298745,153.165947,156.572413,380.6426519,143.7172955,179.501354,56.85841804,261.7534963,417.4247725,89.90337412,87.50929518,24.70834355,7.300000191,170.3600006,431.3467354,59.44170113,116.7980266,173.6317303,187.7200012,172.1999969,363.1703355,157.2848745,157.3894585,386.2669453,144.6060707,185.1851514,57.6604804,263.0594331,421.6808593,90.78149029,89.67778086,25.11010531,7.559999943,172.3399963,435.2610517,59.49127643,119.9993084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101593300,38554300,7548900,2072500,11058800,25329200,2814900,7097500,31506200,12246700,2708400,19232100,10903600,426805000,42985600,36044300,64506600,6042900,12278100,21539500
15/4/2024,172.0673828,183.6199951,167.8200073,358.5105286,152.7297974,154.3006439,394.1724243,144.147049,179.8455353,56.86819839,261.4098511,411.329071,91.85694122,85.98065186,24.78487015,7.119999886,161.4799957,440.4900818,59.42187119,116.807785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175.9931799,188.6900024,171.1799927,368.9039821,155.540368,158.6648282,405.9617963,146.0027351,184.3394683,57.52354422,263.6583685,424.4354291,92.6659924,90.59156018,25.03357999,7.420000076,170.6900024,443.1787104,60.18534303,118.7695489,171.8780654,183,167.5299988,356.7372178,152.5068949,154.0316149,392.0190653,143.9321799,179.1670189,56.77038737,261.2330872,411.1202224,91.30442067,85.90867029,24.63181822,7.079999924,161.3800049,436.8920513,59.40204031,116.5833016,174.7277545,187.4299927,170.7400055,367.4360994,155.0073274,158.2861959,400.1900188,144.9088521,181.4287351,57.32791843,263.0103144,424.216657,92.34039671,89.07691924,24.78487015,7.329999924,170.2400055,436.9019456,59.99695157,118.1839424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73531800,48052400,6490700,2171000,7236900,27136500,6177000,8502300,14766600,12425000,3686700,20273500,11597300,443077000,35660200,33759400,100245300,5376800,10557200,15029500
16/4/2024,168.7693481,183.3200073,170.5500031,354.5403137,151.4602203,153.8423004,390.2196655,141.080307,177.790329,56.78994751,260.6243286,412.2637634,92.14305878,87.39432526,24.57442474,7.199999809,157.1100006,463.481781,59.33263397,115.8415527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,173.1335468,184.8300018,170.6399994,358.0671825,152.9430329,155.0877854,398.1939834,142.8383201,180.111044,57.10294726,262.1560821,416.0624287,92.93238021,88.09715428,24.86139666,7.284999847,158.1900024,474.216506,59.77881931,117.334833,167.6633494,182.2599945,167.75,351.8803627,150.6267427,152.8758028,388.5677827,140.0450368,176.6594634,56.6627902,260.3493993,411.4185366,90.42629332,86.04364687,24.56485877,6.96999979,153.75,460.2297198,59.27314133,115.0900278,171.1307988,183.2700043,168.1399994,357.6337086,152.448767,153.6330675,397.6826949,141.6272411,179.8553625,56.97578994,261.311667,412.2538399,91.79773347,86.41255526,24.69877875,7.045000076,156.7400055,471.2708668,59.52102166,116.6906688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73711200,32891300,7986700,2513900,5541900,20779500,3459700,12774900,16451800,11236800,2912900,16765600,10388200,370453000,28885300,34200500,97000000,11816500,14726300,18082200
17/4/2024,167.3943024,181.2799988,170.2100067,353.0034485,151.5765076,154.9084473,397.1517029,141.3928375,177.0823364,57.23009872,265.0625305,409.539093,93.57369995,84.01512146,24.31614876,7.159999847,155.4499969,473.465271,59.14424515,115.7829819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170.0347421,184.5700073,170.8500061,357.5253409,152.8461187,156.5126326,400.3079841,142.0179071,179.3833805,57.27900797,265.2294359,416.5397698,93.80063232,88.75399787,24.57442458,7.340000153,158.3300018,482.3713584,59.91763053,116.4857037,167.3943024,179.8200073,168.1199951,347.6441619,150.8399518,154.0216625,394.467371,140.19152,176.2169804,56.82906758,260.7127135,408.0375195,92.40946245,83.93013486,24.16309683,7.119999886,153.7799988,469.1160271,59.06492163,114.3092259,168.9984984,184.3099976,170,357.2691891,151.1791635,155.0578994,395.6669589,141.617468,178.3508561,57.0051304,261.6749813,414.9188716,93.34677511,88.3190956,24.57442458,7.230000019,157.6399994,473.079785,59.64000578,115.7049075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50901200,31359700,8162600,2313800,6733900,21763100,4373800,9378100,9017100,13805100,3383100,15855500,10181200,495400000,43828900,29625600,82439700,8759800,15329700,14538600
18/4/2024,166.4377441,179.2200012,170.2299957,352.6192017,152.710434,155.4464874,396.3650818,142.34021,178.2328644,57.62135696,266.0738831,402.0114136,94.46168518,84.65096283,24.28745079,7.130000114,149.9299927,487.4915771,58.75754929,115.6756134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168.0319816,182.3899994,172.0399933,358.0868715,153.1659252,156.3731362,401.035604,142.3988079,180.3077414,57.68982543,266.3782681,409.5888677,94.59981531,86.16960823,24.35441078,7.380000114,152.1999969,496.2098531,59.43178406,116.8468188,165.9495205,178.6499939,169.1000061,350.8853361,151.5668183,154.0615087,395.6768123,139.791095,176.9741728,57.25945167,263.9824422,401.6932244,93.26784191,82.38250253,24.13439886,7.070000172,148.6999969,480.3647469,58.71789131,115.1388174,167.4241802,181.4700012,169.4799957,355.7914261,152.2936878,154.7789093,398.705264,141.5979296,178.0853673,57.33769975,266.0738831,408.3358973,93.88943501,84.94989568,24.24918872,7.159999847,151.25,480.522905,59.32271989,116.1440971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43122900,30723800,5123000,2380700,4979200,19883000,2776300,9887700,9557700,11125900,3402700,21029900,10062900,447260000,35788400,34419100,96098800,8880400,12061500,13821400
19/4/2024,164.4051208,174.6300049,169.8200073,350.6713867,155.0654907,153.533432,397.2402039,144.4595947,182.7071075,58.85378647,267.0655518,396.8901672,93.26783752,76.18197632,24.87096214,7.110000134,147.0500031,495.3499451,59.02526093,117.0029831,0,0,0,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165.8000673,179,172,356.8906559,155.7923602,155.7952372,401.1732752,144.6744638,182.7857776,59.03963263,267.2913983,403.2146506,94.93527511,84.30405561,24.87096214,7.28000021,150.9400024,501.4487631,59.1640733,118.027787,163.4884396,173.4400024,169.6499939,348.1797383,153.2725401,151.7499041,396.2667783,141.1681991,178.3901857,57.70938187,265.582911,395.5477034,93.2283707,75.58812265,24.24918845,7.050000191,146.2200012,489.8441825,58.47001143,116.095302,165.6107651,178.7400055,170,354.2605674,153.8540416,155.6358114,397.2991975,142.740642,179.3636962,57.80719289,267.0852088,401.7727394,94.14595367,83.13033728,24.28745052,7.079999924,148.9700012,491.2675759,58.94594119,116.3002687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67772100,55950000,4688600,2928300,7733100,32239100,2805100,9747700,13380200,21206200,3016700,30276500,11237600,875198000,38337400,36530500,86005100,6616000,14160200,21566500
22/4/2024,165.2420959,177.2299957,170.4799957,353.5881958,156.9262695,155.7155151,410.3668213,145.6413422,186.257019,59.22547913,270.5905457,398.7198792,92.93238068,79.49919128,25.11967087,7.25,142.0500031,485.5641174,59.63008881,117.6666641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,166.6569746,178.8699951,172.1499939,357.928839,157.6822126,157.0706034,410.9862848,146.764524,186.9650349,59.30373093,271.493902,400.5993345,93.79075965,80.05406033,25.34924875,7.289999962,144.4400024,493.6596556,59.88788646,118.6524271,164.1759615,174.5599976,168.1600037,349.267347,153.5535994,153.5035326,397.80066,143.8638066,182.8841082,58.41363716,267.3895891,393.5389953,92.59691643,76.38193249,24.80400105,7.105000019,138.8000031,484.9809262,58.53941692,115.5877849,164.9232575,176.9400024,169.8200073,352.0951982,155.0170246,153.7526296,400.1309999,145.0455716,182.8939513,58.82444795,268.7936914,397.8447907,93.36650069,78.08552424,24.87096104,7.170000076,140.5599976,492.038557,59.05500843,116.3978674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48116400,37924900,4724900,2085400,6779200,26446200,4165600,10118700,11529700,15624500,3129300,20286900,8642000,596341000,35678700,31327400,107097600,4697700,14910000,16340700
